name,meaning,gender,gender_m,gender_f,korean_meaning,celebrity
Nikita,Triumphant,boygirl,True,True,의기 양양한,"{'name': 'nikita mishin', 'net_worth': 1100000000}"
Nikki,People's triumph,girl,False,True,인민의 승리,"{'name': 'nikki reed', 'net_worth': 12000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'screenwriter', 'model', 'singer-songwriter', 'music_video_director'], 'height': 1.66, 'birthday': '1988-05-17', 'age': 34, 'is_alive': True}"
Niklas,People's triumph,boy,True,False,인민의 승리,"{'name': 'niklas hjalmarsson', 'net_worth': 12000000, 'gender': 'male', 'nationality': 'se', 'occupation': ['ice_hockey_player', 'athlete'], 'height': 1.87, 'birthday': '1987-06-06', 'age': 35, 'is_alive': True}"
Nikodem,People's triumph,boy,True,False,인민의 승리,[]
Nikol,People's triumph,girl,False,True,인민의 승리,"{'name': 'nikolai fraiture', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['bassist', 'musician'], 'birthday': '1978-11-13', 'age': 43, 'is_alive': True}"
Nikola,People's triumph,boygirl,True,True,인민의 승리,"{'name': 'nikolai fraiture', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['bassist', 'musician'], 'birthday': '1978-11-13', 'age': 43, 'is_alive': True}"
Nikolai,People's triumph,boy,True,False,인민의 승리,"{'name': 'nikolai fraiture', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['bassist', 'musician'], 'birthday': '1978-11-13', 'age': 43, 'is_alive': True}"
Nikolaj,People's triumph,boy,True,False,인민의 승리,"[{'name': 'nikolaj coster-waldau', 'net_worth': 16000000, 'gender': 'male', 'nationality': 'dk', 'occupation': ['actor', 'film_producer', 'screenwriter'], 'height': 1.87, 'birthday': '1970-07-27', 'age': 52, 'is_alive': True}]"
Nikolett,People's triumph,girl,False,True,인민의 승리,[]
Nila,Navy,girl,False,True,해군,[]
Nilda,Prepared for battle,girl,False,True,"준비된 f, 전투",[]
Nile,Coming from clouds,boy,True,False,구름에서 오는,"{'name': 'nile rodgers', 'net_worth': 100000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['record_producer', 'songwriter', 'composer', 'musician', 'guitarist', 'businessperson', 'film_score_composer', 'music_arranger'], 'birthday': '1952-09-19', 'age': 69, 'is_alive': True}"
Niles,Coming from clouds,boy,True,False,구름에서 오는,[]
Nilima,Bluish,girl,False,True,푸르스름한,[]
Niloofar,Lily of the water,girl,False,True,물의 백합,[]
Nils,People's triumph,boy,True,False,인민의 승리,"{'name': 'nils lofgren', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['songwriter', 'musician', 'multi-instrumentalist', 'record_producer', 'music_artist', 'athlete'], 'height': 1.6, 'birthday': '1951-06-21', 'age': 71, 'is_alive': True}"
Nilsson,Nils's son,boy,True,False,닐스의 아들,"{'name': 'inger nilsson', 'net_worth': 500000, 'gender': 'female', 'nationality': 'se', 'occupation': ['actor'], 'birthday': '1959-05-04', 'age': 63, 'is_alive': True}"
Nima,Renowned,boygirl,True,True,유명한,"[{'name': 'road warrior animal', 'net_worth': 200000, 'gender': 'male', 'nationality': 'us', 'occupation': ['wrestler'], 'birthday': '1960-01-26', 'age': 60, 'is_alive': False, 'death': '2020-09-22'}]"
Nina,Little girl,girl,False,True,어린 소녀,"{'name': 'nina agdal', 'net_worth': 12000000, 'gender': 'female', 'nationality': 'dk', 'occupation': ['fashion_model'], 'height': 1.76, 'birthday': '1992-03-26', 'age': 30, 'is_alive': True}"
Ning,Person of peace,boygirl,True,True,평화의 사람,"{'name': 'kk downing', 'net_worth': 40000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['songwriter', 'musician', 'guitarist'], 'birthday': '1951-10-27', 'age': 70, 'is_alive': True}"
Niobe,Unclear,girl,False,True,불분명,[]
Nira,From the plowed field,girl,False,True,쟁기질한 들판에서,"[{'name': 'nirav modi', 'net_worth': 1700000000}]"
Nirmala,The cleanest one,girl,False,True,가장 깨끗한 것,[]
Nirupama,Unmatched,girl,False,True,타의 추종을 불허,[]
Nirvana,One who blows out,girl,False,True,터뜨리는 자,[]
Nisha,Night,girl,False,True,밤,"{'name': 'lanisha cole', 'net_worth': 500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'birthday': '1982-02-13', 'age': 40, 'is_alive': True}"
Nishant,End of the night,boy,True,False,밤의 끝,[]
Nishi,From the west,girl,False,True,서쪽에서,"{'name': 'kei nishikori', 'net_worth': 24000000, 'gender': 'male', 'nationality': 'jp', 'occupation': ['tennis_player'], 'height': 1.78, 'birthday': '1989-12-29', 'age': 32, 'is_alive': True}"
Nissa,Sign,girl,False,True,징후,[]
Nita,Gracious,girl,False,True,공손한,"{'name': 'anita sarkeesian', 'net_worth': 300000, 'gender': 'female', 'birthday': '1984'}"
Nitara,Unclear,girl,False,True,불분명,[]
Nitika,Morality,girl,False,True,"중, 알티",[]
Nitya,Perpetual,boygirl,True,True,빈번한,[]
Nitza,Blooming flower,girl,False,True,피는 꽃,[]
Niu,"Girl, ox",boygirl,True,True,"여자, 황소","{'name': 'dot da genius', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['record_producer', 'audio_engineer'], 'birthday': '1986'}"
Nivedita,Devoted to God,girl,False,True,하나님께 헌신,[]
Niviarsiaq,Little girl,girl,False,True,어린 소녀,[]
Nixie,Water spirit,girl,False,True,물의 정령,[]
Nixon,Nick's son,boy,True,False,닉의 아들,"{'name': 'norm nixon', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['basketball_player', 'actor', 'talent_agent'], 'birthday': '1955-10-11', 'age': 66, 'is_alive': True}"
Niyati,Destiny,girl,False,True,운명,[]
Nizhoni,Pretty,girl,False,True,예쁜,[]
Nkechi,God's present,girl,False,True,신의 선물,[]
Nkiru,The greatest will come,girl,False,True,가장 위대한 것이 올 것이다,[]
Nkiruka,The greatest will come,girl,False,True,가장 위대한 것이 올 것이다,[]
Nneka,My mother is the highest,girl,False,True,우리 엄마가 최고야,[]
Nnenna,Mother of my father,girl,False,True,아버지의 어머니,[]
Nnenne,Mother of my mother,girl,False,True,어머니의 어머니,[]
Noah,Rest comfortably,boy,True,False,"휴식, 탁상","{'name': 'noah jupe', 'net_worth': 2000000}"
Noel,Christmas,boy,True,False,크리스마스,"{'name': 'bishop noel jones', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'jm', 'occupation': ['actor', 'pastor', 'author'], 'birthday': '1950-01-31', 'age': 72, 'is_alive': True}"
Noelani,Dew from heaven,boy,True,False,하늘에서 내리는 이슬,[]
Noelle,Christmas,girl,False,True,크리스마스,"{'name': 'bryiana noelle flores', 'net_worth': 3000000}"
Noemi,Congeniality,girl,False,True,일치,"[{'name': 'noemie lenoir', 'net_worth': 1000000, 'gender': 'female', 'nationality': 'fr', 'occupation': ['model', 'fashion_model', 'actor'], 'height': 1.76, 'birthday': '1979-09-19', 'age': 42, 'is_alive': True}]"
Nohea,Beautiful,boygirl,True,True,아름다운,[]
Nokomis,From my grandmother,girl,False,True,할머니로부터,[]
Nola,Magnolia flower,girl,False,True,목련 꽃,"{'name': 'christopher nolan', 'net_worth': 250000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor'], 'height': 1.8, 'birthday': '1970-07-30', 'age': 52, 'is_alive': True}"
Nolan,Famous,boy,True,False,유명한,"{'name': 'christopher nolan', 'net_worth': 250000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor'], 'height': 1.8, 'birthday': '1970-07-30', 'age': 52, 'is_alive': True}"
Noll,Elf warrior,boy,True,False,"엘프 와리, ","{'name': 'dan connolly', 'net_worth': 4000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player'], 'height': 1.93, 'birthday': '1982-09-02', 'age': 40, 'is_alive': True}"
Noma,My pleasure,girl,False,True,천만에요,"{'name': 'nomar garciaparra', 'net_worth': 45000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['baseball_player'], 'height': 1.82, 'birthday': '1973-07-23', 'age': 49, 'is_alive': True}"
Nomalanga,Sunlit,girl,False,True,햇볕에 쬐인,[]
Nombeko,Esteem,girl,False,True,존중,[]
Nomusa,Filled with compassion,girl,False,True,동정심 가득,[]
Nona,The ninth one,girl,False,True,아홉 번째,"{'name': 'nona gaye', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['singer', 'actor', 'model', 'musician', 'film_score_composer'], 'height': 1.78, 'birthday': '1974-09-04', 'age': 48, 'is_alive': True}"
Nonie,Purple flower,girl,False,True,보라색 꽃,[]
Nontle,Beauty's mother,girl,False,True,미녀의 어머니,[]
Nooa,Rest comfortably,boy,True,False,"휴식, 탁상",[]
Noor,"Sympathy, compassion",girl,False,True,"공감, 동정심","[{'name': 'george noory', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['sailor', 'ufologists'], 'birthday': '1950-06-04', 'age': 72, 'is_alive': True}]"
Noortje,"Sympathy, compassion",girl,False,True,"공감, 동정심",[]
Nopadon,From gold,boy,True,False,금에서,[]
Nora,Honor,girl,False,True,"혼, ","{'name': 'nora ephron', 'net_worth': 40000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['writer', 'novelist', 'screenwriter', 'film_director', 'film_producer', 'author', 'actor', 'journalist', 'essayist', 'playwright'], 'birthday': '1941-05-19', 'age': 71, 'is_alive': False, 'death': '2012-06-26'}"
Norbert,Shining or bright North,boy,True,False,"빛나는, 밝은 N, 일",[]
Noreen,Honor,girl,False,True,"혼, ",[]
Noriko,Child of the law,girl,False,True,법의 아이,[]
Noritaka,Respect for the law,boy,True,False,"존중 f, 법",[]
Norm,Man from the North,boy,True,False,"N에서 온 남자, 일","{'name': 'greg norman', 'net_worth': 400000000, 'gender': 'male', 'nationality': 'au', 'occupation': ['architect', 'golfer', 'businessperson', 'designer', 'entrepreneur'], 'height': 1.83, 'birthday': '1955-02-10', 'age': 67, 'is_alive': True}"
Norma,From the North,girl,False,True,"그때부터, 일","{'name': 'greg norman', 'net_worth': 400000000, 'gender': 'male', 'nationality': 'au', 'occupation': ['architect', 'golfer', 'businessperson', 'designer', 'entrepreneur'], 'height': 1.83, 'birthday': '1955-02-10', 'age': 67, 'is_alive': True}"
Norman,Man from the North,boy,True,False,"N에서 온 남자, 일","{'name': 'greg norman', 'net_worth': 400000000, 'gender': 'male', 'nationality': 'au', 'occupation': ['architect', 'golfer', 'businessperson', 'designer', 'entrepreneur'], 'height': 1.83, 'birthday': '1955-02-10', 'age': 67, 'is_alive': True}"
Norris,Coming from North,boy,True,False,"N에서 오는, 일","{'name': 'mike norris', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['film_producer', 'film_director', 'screenwriter', 'actor', 'stunt_performer', 'television_director', 'entrepreneur'], 'height': 1.83, 'birthday': '1963'}"
North,Farm in the North,boy,True,False,"N 농장, 일","{'name': 'peter north', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'ca', 'occupation': ['pornographic_film_actor', 'film_director', 'film_producer'], 'height': 1.78, 'birthday': '1957-05-11', 'age': 65, 'is_alive': True}"
Norton,Farm in the North,boy,True,False,"N 농장, 일","{'name': 'ken norton', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['professional_boxer', 'sports_commentator', 'actor'], 'height': 1.91, 'birthday': '1943-08-09', 'age': 70, 'is_alive': False, 'death': '2013-09-18'}"
Norville,Northern town,boy,True,False,"N, 그때 마을","[{'name': 'deborah norville', 'net_worth': 18000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['journalist', 'tv_journalist', 'talk_show_host', 'newscaster'], 'height': 1.72, 'birthday': '1958-08-08', 'age': 64, 'is_alive': True}]"
Nousha,"Nice, kind-hearted",girl,False,True,"멋진, 친절한",[]
Nova,New,girl,False,True,새로운,"{'name': 'landon donovan', 'net_worth': 14000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['soccer_player'], 'height': 1.73, 'birthday': '1982-03-04', 'age': 40, 'is_alive': True}"
Noya,Godlike beauty,girl,False,True,신과 같은 아름다움,[]
Nozomi,"Hope, wish",girl,False,True,"희망, 소망",[]
Nuala,One with a fair shoulder,girl,False,True,어깨가 좋은 분,[]
Nuan,Affectionate,girl,False,True,다정한,[]
Nubia,From Nubia,girl,False,True,누비아에서,[]
Nuha,The sage,girl,False,True,현자,[]
Nuka,My younger brother or sister,boygirl,True,True,"내 남동생, 자매","[{'name': 'jimmy snuka', 'net_worth': 200000, 'gender': 'male', 'nationality': 'us', 'occupation': ['wrestler', 'actor'], 'height': 1.77, 'birthday': '1943-05-18', 'age': 79, 'is_alive': True}]"
Nuo,Gracious,girl,False,True,공손한,"{'name': 'cara castronuova', 'net_worth': 1300000, 'gender': 'female', 'birthday': '1979'}"
Nura,Filled with light,girl,False,True,빛으로 가득 찬,"[{'name': 'anurag dikshit', 'net_worth': 1600000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['businessperson'], 'birthday': '1973'}]"
Nuray,Radiant moon,girl,False,True,빛나는 달,[]
Nuri,Glaring flames,boygirl,True,True,눈부신 불꽃,[]
Nuria,Haven in Nuria,girl,False,True,누리아의 안식처,[]
Nurten,Of bright skin,girl,False,True,화사한 피부의,[]
Nuru,Filled with light,boygirl,True,True,빛으로 가득 찬,[]
Nyala,Similar to antelope,girl,False,True,영양과 유사함,[]
Nyarai,Humble woman,girl,False,True,겸손한 여자,[]
Nyasia,Unclear,girl,False,True,불분명,[]
Nydia,Born in the nest,girl,False,True,"비, n 둥지에",[]
Nyree,Fair-haired,girl,False,True,금발,[]
Nyssa,Inception,girl,False,True,처음,[]
Nyx,Of the night,girl,False,True,밤,[]
Oakley,From an oak tree forest,boy,True,False,"오크 나무에서 f, 동부 표준시","{'name': 'tyler oakley', 'net_worth': 8000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['vlogger'], 'height': 1.65, 'birthday': '1989-03-22', 'age': 33, 'is_alive': True}"
Obasi,In God's honor,boy,True,False,"신의 혼에, ",[]
Oberon,Elf ruler,boy,True,False,엘프 통치자,"[{'name': 'hector soberon', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'mx', 'birthday': '1964-08-11', 'age': 58, 'is_alive': True}]"
Obrecht,Known for his inheritance,boy,True,False,"알려진 f, 그의 유산",[]
Ocean,Sea titan,boy,True,False,바다 거인,"{'name': 'dominique moceanu', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['gymnast'], 'height': 1.6, 'birthday': '1981-09-30', 'age': 40, 'is_alive': True}"
Oceanus,Sea titan,boy,True,False,바다 거인,[]
Octavia,The eighth,girl,False,True,여덟 번째,"[{'name': 'octavia spencer', 'net_worth': 14000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'film_producer', 'film_director', 'screenwriter'], 'height': 1.57, 'birthday': '1970-05-25', 'age': 52, 'is_alive': True}]"
Octavian,Eighth,boy,True,False,여덟 번째,[]
Octavio,Eighth,boy,True,False,여덟 번째,"[{'name': 'octavio dotel', 'net_worth': 16000000, 'gender': 'male', 'nationality': 'do', 'occupation': ['baseball_player'], 'height': 1.83, 'birthday': '1973-11-25', 'age': 48, 'is_alive': True}]"
Octavius,Eighth,boy,True,False,여덟 번째,[]
Oda,Riches,girl,False,True,부,"{'name': 'hiroki kuroda', 'net_worth': 33000000, 'gender': 'male', 'nationality': 'jp', 'occupation': ['baseball_player'], 'height': 1.85, 'birthday': '1975-02-10', 'age': 47, 'is_alive': True}"
Odalis,Riches,boygirl,True,True,부,[]
Odelia,Riches,girl,False,True,부,[]
Odell,Hill on which woad grows,boygirl,True,True,나무가 자라는 언덕,"{'name': 'odell beckham jr.', 'net_worth': 25000000, 'gender': 'male', 'nationality': 'us', 'height': 1.83, 'birthday': '1992-11-05', 'age': 29, 'is_alive': True}"
Odessa,Filled with wrath,boygirl,True,True,분노로 가득 찬,[]
Odin,Fury,boy,True,False,격노,"{'name': 'cuba gooding jr', 'net_worth': 14000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'voice_actor', 'film_producer'], 'height': 1.78, 'birthday': '1968-01-02', 'age': 54, 'is_alive': True}"
Odysseus,To hate,boy,True,False,싫어하다,[]
Ogden,From an oak valley,boy,True,False,오크밸리에서,"{'name': 'jonathan ogden', 'net_worth': 22400000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player'], 'height': 2.06, 'birthday': '1974-07-31', 'age': 48, 'is_alive': True}"
Ogechi,The greatest of God's times,girl,False,True,가장 위대한 신의 시대,[]
Ogechukwukama,The greatest of God's times,girl,False,True,가장 위대한 신의 시대,[]
Ogen,Anchor,boy,True,False,"앵커, ","{'name': 'imogene powers johnson', 'net_worth': 2800000000, 'gender': 'female'}"
Oili,Divine woman,girl,False,True,신성한 여자,[]
Oisin,Small deer,boy,True,False,작은 사슴,"[{'name': 'roisin murphy', 'net_worth': 4000000, 'gender': 'female', 'nationality': 'ie', 'occupation': ['record_producer', 'singer-songwriter', 'actor'], 'height': 1.7, 'birthday': '1973-07-05', 'age': 49, 'is_alive': True}]"
Ok,Treasured,boygirl,True,True,소중한,"{'name': 'max brooks', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['writer', 'screenwriter', 'actor', 'author', 'voice_actor'], 'birthday': '1972-05-22', 'age': 50, 'is_alive': True}"
Oksana,Woman of hospitality,girl,False,True,환대의 여자,"[{'name': 'oksana baiul', 'net_worth': 20000000, 'gender': 'female', 'height': 1.6, 'birthday': '1977-11-16', 'age': 44, 'is_alive': True}]"
Olaf,Descendant of,boy,True,False,의 후손,"[{'name': 'olaf kolzig', 'net_worth': 30000000, 'gender': 'male', 'nationality': 'de', 'occupation': ['ice_hockey_player'], 'height': 1.91, 'birthday': '1970-04-06', 'age': 52, 'is_alive': True}]"
Olalla,Good talker,girl,False,True,말 잘하는 사람,[]
Olamide,My wealth has come,boygirl,True,True,내 재산이 왔다,[]
Olamilekan,My wealth is growing,boy,True,False,내 재산이 늘어나고 있다,[]
Olander,Sweden,boy,True,False,스웨덴,"[{'name': 'jannik olander', 'net_worth': 5000000, 'nationality': 'dk'}]"
Olavi,Descendant of,boy,True,False,의 후손,[]
Olavo,Descendent of,boy,True,False,의 후손,[]
Oldrich,Rich heritage,boy,True,False,풍부한 유산,[]
Oldrik,Powerful inheritance,boy,True,False,강력한 상속,[]
Olek,Defender of man,boy,True,False,남자의 수비수,"[{'name': 'oleksandr yanukovych', 'net_worth': 500000000, 'gender': 'male', 'occupation': ['businessperson', 'dentist'], 'birthday': '1973'}]"
Olena,Torch of light,girl,False,True,"티, 빛의 채널",[]
Olga,Divine woman,girl,False,True,신성한 여자,"{'name': 'olga merediz', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'birthday': '1956-02-15', 'age': 66, 'is_alive': True}"
Olin,Hallowed,boy,True,False,신성한,"{'name': 'colin james', 'net_worth': 8000000, 'gender': 'male', 'nationality': 'ca', 'occupation': ['musician', 'record_producer', 'singer-songwriter', 'guitarist'], 'birthday': '1964-08-17', 'age': 58, 'is_alive': True}"
Olive,Olive tree,girl,False,True,올리브 나무,"{'name': 'oliver phelps', 'net_worth': 1000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['actor'], 'height': 1.91, 'birthday': '1986-02-25', 'age': 36, 'is_alive': True}"
Oliver,Elf warrior,boy,True,False,"엘프 와리, ","{'name': 'oliver phelps', 'net_worth': 1000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['actor'], 'height': 1.91, 'birthday': '1986-02-25', 'age': 36, 'is_alive': True}"
Olivia,Olive,girl,False,True,올리브,"{'name': 'olivia blois sharpe', 'net_worth': 500000, 'gender': 'female', 'nationality': 'us', 'birthday': '1988-09-13', 'age': 34, 'is_alive': True}"
Olle,Descendant,boy,True,False,후손,"{'name': 'samari rolle', 'net_worth': 10800000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player'], 'height': 1.83, 'birthday': '1976-08-10', 'age': 46, 'is_alive': True}"
Ollie,Olive,boygirl,True,True,올리브,"{'name': 'kevin ollie', 'net_worth': 12000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['basketball_player', 'coach'], 'height': 1.88, 'birthday': '1972-12-27', 'age': 49, 'is_alive': True}"
Olsen,Ole's son,boy,True,False,올레의 아들,"{'name': 'elizabeth olsen', 'net_worth': 11000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'singer'], 'height': 1.7, 'birthday': '1989-02-16', 'age': 33, 'is_alive': True}"
Oluf,Descendant of,boy,True,False,의 후손,[]
Olufemi,Adored by God,boy,True,False,"기원 후, 신에 의해 에드",[]
Olufunke,God took care of,boygirl,True,True,하나님이 돌보셨습니다,[]
Olympia,From Mount Olympus,girl,False,True,올림푸스 산에서,"{'name': 'olympia dukakis', 'net_worth': 6000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'theatre_director', 'teacher', 'theatrical_producer', 'physiotherapist'], 'height': 1.6, 'birthday': '1931-06-20', 'age': 91, 'is_alive': True}"
Oma,Thriving,girl,False,True,번성,"{'name': 'afroman', 'net_worth': 100000, 'gender': 'male', 'nationality': 'us', 'occupation': ['musician', 'rapper'], 'birthday': '1974-07-28', 'age': 48, 'is_alive': True}"
Omar,To flourish or to thrive,boy,True,False,"번성하다, 번성하다","{'name': 'nomar garciaparra', 'net_worth': 45000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['baseball_player'], 'height': 1.82, 'birthday': '1973-07-23', 'age': 49, 'is_alive': True}"
Omari,To flourish or to thrive,boy,True,False,"번성하다, 번성하다","{'name': 'omari hardwick', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.79, 'birthday': '1974-01-09', 'age': 48, 'is_alive': True}"
Omen,To be faithful,boy,True,False,충실하다,"{'name': 'domenick lombardozzi', 'net_worth': 1000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.83, 'birthday': '1976-03-25', 'age': 46, 'is_alive': True}"
Omid,Hopeful,boygirl,True,True,유망한,"{'name': 'omid kordestani', 'net_worth': 1900000000, 'gender': 'male', 'nationality': 'us', 'birthday': '1963'}"
Omolara,Baby in the family,girl,False,True,가족의 아기,[]
Omri,Grain sheaf,boy,True,False,곡물 뭉치,"{'name': 'mike comrie', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'ca', 'occupation': ['ice_hockey_player'], 'height': 1.78, 'birthday': '1980-09-11', 'age': 42, 'is_alive': True}"
Ona,"Gracious, merciful",girl,False,True,"공손한, 자비로운","{'name': 'amancio ortega gaona', 'net_worth': 70000000000, 'gender': 'male', 'nationality': 'es', 'occupation': ['entrepreneur', 'businessperson'], 'birthday': '1936-03-28', 'age': 86, 'is_alive': True}"
Ondrej,"Virile, manly",boy,True,False,"사나운, 남자다운",[]
Oneida,Of the upright rock,girl,False,True,곧은 바위의,[]
Oni,Born on a sacred ground,girl,False,True,"비, n 신성한 땅에서","{'name': 'antonio smith', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player'], 'height': 1.93, 'birthday': '1981-10-21', 'age': 40, 'is_alive': True}"
Onie,"Gracious, merciful",girl,False,True,"공손한, 자비로운","{'name': 'monie love', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'gb', 'occupation': ['rapper', 'radio_personality', 'actor', 'musician'], 'birthday': '1970-07-02', 'age': 52, 'is_alive': True}"
Onofre,Fighter of peace,boy,True,False,평화의 전사,[]
Onora,Woman of honor,girl,False,True,"혼의 여자, ",[]
Onur,Honorable,boy,True,False,"혼, 할 수 있는",[]
Onyeka,God is the greatest,boygirl,True,True,신은 가장 위대하다,[]
Onyekachi,God is the greatest,boygirl,True,True,신은 가장 위대하다,[]
Opal,Jewel,girl,False,True,보석,"{'name': 'venugopal dhoot', 'net_worth': 1700000000, 'gender': 'male', 'nationality': 'in', 'occupation': ['businessperson'], 'birthday': '1951-09-30', 'age': 70, 'is_alive': True}"
Opaline,Jewel,girl,False,True,보석,[]
Ophelia,Helpful woman,girl,False,True,도움이 되는 여자,"[{'name': 'ophelia lovibond', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'gb', 'occupation': ['actor'], 'height': 1.57, 'birthday': '1986-02-19', 'age': 36, 'is_alive': True}]"
Oprah,One who turned her back,girl,False,True,그녀의 등을 돌린 사람,"[{'name': 'oprah winfrey', 'net_worth': 3500000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['media_proprietor', 'actor', 'presenter', 'businessperson', 'television_producer', 'film_producer', 'journalist', 'philanthropist', 'voice_actor'], 'height': 1.69, 'birthday': '1954-01-29', 'age': 68, 'is_alive': True}]"
Ora,Say the prayers,boygirl,True,True,기도를 말하다,"{'name': 'horatio sanz', 'net_worth': 2000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'comedian', 'screenwriter', 'television_producer', 'voice_actor'], 'birthday': '1969-06-04', 'age': 53, 'is_alive': True}"
Oralie,Golden,girl,False,True,골든,[]
Orange,Orange,boy,True,False,주황색,"[{'name': 'jason orange', 'net_worth': 30000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['singer-songwriter', 'actor', 'dancer', 'composer', 'musician'], 'birthday': '1970-07-10', 'age': 52, 'is_alive': True}]"
Oren,From a pine tree,boy,True,False,소나무에서,"{'name': 'knowshon moreno', 'net_worth': 4000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player'], 'height': 1.8, 'birthday': '1987-07-16', 'age': 35, 'is_alive': True}"
Ori,Light of mine,boygirl,True,True,나의 빛,"{'name': 'lori harvey', 'net_worth': 1000000}"
Oriana,"Golden, sunrise",girl,False,True,"골든, 해돋이",[]
Orion,Border or extremity,boy,True,False,"비, 데르, 말단","{'name': 'orion hindawi', 'net_worth': 1000000000}"
Orla,Princess of gold,girl,False,True,황금의 공주,"{'name': 'orlando cabrera', 'net_worth': 25000000, 'gender': 'male', 'occupation': ['baseball_player'], 'birthday': '1974-11-02', 'age': 47, 'is_alive': True}"
Orland,Famous land,boy,True,False,명지,"{'name': 'orlando cabrera', 'net_worth': 25000000, 'gender': 'male', 'occupation': ['baseball_player'], 'birthday': '1974-11-02', 'age': 47, 'is_alive': True}"
Orlando,Famous land,boy,True,False,명지,"{'name': 'orlando cabrera', 'net_worth': 25000000, 'gender': 'male', 'occupation': ['baseball_player'], 'birthday': '1974-11-02', 'age': 47, 'is_alive': True}"
Orli,Light all around,girl,False,True,주위에 빛,"{'name': 'melker schorling', 'net_worth': 5500000000, 'gender': 'male', 'birthday': '1947-05-15', 'age': 75, 'is_alive': True}"
Ormond,Ruadh's son,boy,True,False,루아드의 아들,"[{'name': 'julia ormond', 'net_worth': 5000000, 'gender': 'female', 'nationality': 'gb', 'occupation': ['actor'], 'height': 1.71, 'birthday': '1965-01-04', 'age': 57, 'is_alive': True}]"
Orpah,One who turned her back,girl,False,True,그녀의 등을 돌린 사람,[]
Orpheus,Darkness,boy,True,False,어둠,"[{'name': 'orpheus roye', 'net_worth': 13000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['american_football_player'], 'height': 1.93, 'birthday': '1973-01-21', 'age': 49, 'is_alive': True}]"
Orrick,Oak tree,boy,True,False,떡갈 나무,[]
Orsola,Strong as a little bear,girl,False,True,작은 곰처럼 강하다,[]
Orsolya,Strong as a little bear,girl,False,True,작은 곰처럼 강하다,[]
